jurisdiction,year,ipcc_code,price
Australia,1998,1A2D,null
Australia,1998,1A2E,null
Australia,1998,1A2F,null
Australia,1998,1A2H,null
Australia,1998,1A2I,null
Australia,1998,1A2J,null
Australia,1998,1A2K,null
Australia,1998,1A2L,null
Australia,1998,1A2M,null
Australia,1999,1A1A1,null
Australia,1999,1A1A2,null
Australia,1999,1A2A,null
Australia,1999,1A2B,null
Australia,1999,1A2C,null
Australia,1999,1A2D,null
Australia,1999,1A2E,null
Australia,1999,1A2F,null
Australia,1999,1A2H,null
Australia,1999,1A2I,null
Australia,1999,1A2J,null
Australia,1999,1A2K,null
Australia,1999,1A2L,null
Australia,1999,1A2M,null
Australia,2000,1A1A1,null
Australia,2000,1A1A2,null
Australia,2000,1A2A,null
Australia,2000,1A2B,null
Australia,2000,1A2C,null
Australia,2000,1A2D,null
Australia,2000,1A2E,null
Australia,2000,1A2F,null
Australia,2000,1A2H,null
Australia,2000,1A2I,null
Australia,2000,1A2J,null
Australia,2000,1A2K,null
Australia,2000,1A2L,null
Australia,2000,1A2M,null
Australia,2001,1A1A1,null
Australia,2001,1A1A2,null
Australia,2001,1A2A,null
Australia,2001,1A2B,null
Australia,2001,1A2C,null
Australia,2001,1A2D,null
Australia,2001,1A2E,null
Australia,2001,1A2F,null
Australia,2001,1A2H,null
Australia,2001,1A2I,null
Australia,2001,1A2J,null
Australia,2001,1A2K,null
Australia,2001,1A2L,null
Australia,2001,1A2M,null
Australia,2002,1A1A1,null
Australia,2002,1A1A2,null
Australia,2002,1A2A,null
Australia,2002,1A2B,null
Australia,2002,1A2C,null
Australia,2002,1A2D,null
Australia,2002,1A2E,null
Australia,2002,1A2F,null
Australia,2002,1A2H,null
Australia,2002,1A2I,null
Australia,2002,1A2J,null
Australia,2002,1A2K,null
Australia,2002,1A2L,null
Australia,2002,1A2M,null
Australia,2003,1A1A1,null
Australia,2003,1A1A2,null
Australia,2003,1A2A,null
Australia,2003,1A2B,null
Australia,2003,1A2C,null
Australia,2003,1A2D,null
Australia,2003,1A2E,null
Australia,2003,1A2F,null
Australia,2003,1A2H,null
Australia,2003,1A2I,null
Australia,2003,1A2J,null
Australia,2003,1A2K,null
Australia,2003,1A2L,null
Australia,2003,1A2M,null
Australia,2004,1A1A1,null
Australia,2004,1A1A2,null
Australia,2004,1A2A,null
Australia,2004,1A2B,null
Australia,2004,1A2C,null
Australia,2004,1A2D,null
Australia,2004,1A2E,null
Australia,2004,1A2F,null
