jurisdiction,year,ipcc_code,price
Austria,2007,2B7,null
Austria,2007,2B8F,null
Austria,2007,2C1,0.998144254268386
Austria,2007,2C2,null
Austria,2007,2C3,null
Austria,2007,2C4,null
Austria,2007,2C5,null
Austria,2007,2C6,null
Austria,2007,2H1,0.998144254268386
Austria,2008,1A1A1,30.4464237558218
Austria,2008,1A1A2,30.4464237558218
Austria,2008,1A1A3,30.4464237558218
Austria,2008,1A1B,30.4464237558218
Austria,2008,1A1C,30.4464237558218
Austria,2008,1A2A,30.4464237558218
Austria,2008,1A2B,30.4464237558218
Austria,2008,1A2C,30.4464237558218
Austria,2008,1A2D,30.4464237558218
Austria,2008,1A2E,30.4464237558218
Austria,2008,1A2F,30.4464237558218
Austria,2008,1A2G,30.4464237558218
Austria,2008,1A2H,30.4464237558218
Austria,2008,1A2I,30.4464237558218
Austria,2008,1A2J,30.4464237558218
Austria,2008,1A2K,30.4464237558218
Austria,2008,1A2L,30.4464237558218
Austria,2008,1A2M,30.4464237558218
Austria,2008,1A3A2,null
Austria,2008,1C1A,null
Austria,2008,1C2B,null
Austria,2008,2A1,30.4464237558218
Austria,2008,2A2,30.4464237558218
Austria,2008,2A3,30.4464237558218
Austria,2008,2A4A,30.4464237558218
Austria,2008,2B1,null
Austria,2008,2B2,null
Austria,2008,2B3,null
Austria,2008,2B4,null
Austria,2008,2B5,null
Austria,2008,2B6,null
Austria,2008,2B7,null
Austria,2008,2B8F,null
Austria,2008,2C1,30.4464237558218
Austria,2008,2C2,null
Austria,2008,2C3,null
Austria,2008,2C4,null
Austria,2008,2C5,null
Austria,2008,2C6,null
Austria,2008,2H1,30.4464237558218
Austria,2009,1A1A1,17.4916804073911
Austria,2009,1A1A2,17.4916804073911
Austria,2009,1A1A3,17.4916804073911
Austria,2009,1A1B,17.4916804073911
Austria,2009,1A1C,17.4916804073911
Austria,2009,1A2A,17.4916804073911
Austria,2009,1A2B,17.4916804073911
Austria,2009,1A2C,17.4916804073911
Austria,2009,1A2D,17.4916804073911
Austria,2009,1A2E,17.4916804073911
Austria,2009,1A2F,17.4916804073911
Austria,2009,1A2G,17.4916804073911
Austria,2009,1A2H,17.4916804073911
Austria,2009,1A2I,17.4916804073911
Austria,2009,1A2J,17.4916804073911
Austria,2009,1A2K,17.4916804073911
Austria,2009,1A2L,17.4916804073911
Austria,2009,1A2M,17.4916804073911
Austria,2009,1A3A2,null
Austria,2009,1C1A,null
Austria,2009,1C2B,null
Austria,2009,2A1,17.4916804073911
Austria,2009,2A2,17.4916804073911
Austria,2009,2A3,17.4916804073911
Austria,2009,2A4A,17.4916804073911
Austria,2009,2B1,null
Austria,2009,2B2,null
Austria,2009,2B3,null
Austria,2009,2B4,null
Austria,2009,2B5,null
Austria,2009,2B6,null
Austria,2009,2B7,null
Austria,2009,2B8F,null
Austria,2009,2C1,17.4916804073911
Austria,2009,2C2,null
Austria,2009,2C3,null
Austria,2009,2C4,null
Austria,2009,2C5,null
Austria,2009,2C6,null
Austria,2009,2H1,17.4916804073911
Austria,2010,1A1A1,18.7208906411646
Austria,2010,1A1A2,18.7208906411646
Austria,2010,1A1A3,18.7208906411646
Austria,2010,1A1B,18.7208906411646
Austria,2010,1A1C,18.7208906411646
Austria,2010,1A2A,18.7208906411646
Austria,2010,1A2B,18.7208906411646
Austria,2010,1A2C,18.7208906411646
Austria,2010,1A2D,18.7208906411646
Austria,2010,1A2E,18.7208906411646
Austria,2010,1A2F,18.7208906411646
Austria,2010,1A2G,18.7208906411646
Austria,2010,1A2H,18.7208906411646
Austria,2010,1A2I,18.7208906411646
Austria,2010,1A2J,18.7208906411646
Austria,2010,1A2K,18.7208906411646
Austria,2010,1A2L,18.7208906411646
Austria,2010,1A2M,18.7208906411646
Austria,2010,1A3A2,null
Austria,2010,1C1A,null
Austria,2010,1C2B,null
Austria,2010,2A1,18.7208906411646
Austria,2010,2A2,18.7208906411646
Austria,2010,2A3,18.7208906411646
Austria,2010,2A4A,18.7208906411646
Austria,2010,2B1,null
Austria,2010,2B2,null
Austria,2010,2B3,null
Austria,2010,2B4,null
Austria,2010,2B5,null
Austria,2010,2B6,null
Austria,2010,2B7,null
Austria,2010,2B8F,null
Austria,2010,2C1,18.7208906411646
Austria,2010,2C2,null
Austria,2010,2C3,null
Austria,2010,2C4,null
Austria,2010,2C5,null
Austria,2010,2C6,null
Austria,2010,2H1,18.7208906411646
Austria,2011,1A1A1,16.7469783009171
Austria,2011,1A1A2,16.7469783009171
Austria,2011,1A1A3,16.7469783009171
Austria,2011,1A1B,16.7469783009171
Austria,2011,1A1C,16.7469783009171
Austria,2011,1A2A,16.7469783009171
Austria,2011,1A2B,16.7469783009171
Austria,2011,1A2C,16.7469783009171
Austria,2011,1A2D,16.7469783009171
Austria,2011,1A2E,16.7469783009171
Austria,2011,1A2F,16.7469783009171
Austria,2011,1A2G,16.7469783009171
Austria,2011,1A2H,16.7469783009171
Austria,2011,1A2I,16.7469783009171
Austria,2011,1A2J,16.7469783009171
Austria,2011,1A2K,16.7469783009171
Austria,2011,1A2L,16.7469783009171
Austria,2011,1A2M,16.7469783009171
Austria,2011,1A3A2,null
Austria,2011,1C1A,null
Austria,2011,1C2B,null
Austria,2011,2A1,16.7469783009171
Austria,2011,2A2,16.7469783009171
Austria,2011,2A3,16.7469783009171
Austria,2011,2A4A,16.7469783009171
Austria,2011,2B1,null
Austria,2011,2B2,null
Austria,2011,2B3,null
Austria,2011,2B4,null
Austria,2011,2B5,null
Austria,2011,2B6,null
Austria,2011,2B7,null
Austria,2011,2B8F,null
Austria,2011,2C1,16.7469783009171
Austria,2011,2C2,null
Austria,2011,2C3,null
Austria,2011,2C4,null
Austria,2011,2C5,null
Austria,2011,2C6,null
Austria,2011,2H1,16.7469783009171
Austria,2012,1A1A1,9.37925309426452
Austria,2012,1A1A2,9.37925309426452
Austria,2012,1A1A3,9.37925309426452
Austria,2012,1A1B,9.37925309426452
Austria,2012,1A1C,9.37925309426452
Austria,2012,1A2A,9.37925309426452
Austria,2012,1A2B,9.37925309426452
Austria,2012,1A2C,9.37925309426452
Austria,2012,1A2D,9.37925309426452
Austria,2012,1A2E,9.37925309426452
Austria,2012,1A2F,9.37925309426452
Austria,2012,1A2G,9.37925309426452
Austria,2012,1A2H,9.37925309426452
Austria,2012,1A2I,9.37925309426452
Austria,2012,1A2J,9.37925309426452
